61,Classy Chair 1089,https://www.archiproducts.com/en/products/et-al/swivel-height-adjustable-polypropylene-office-chair-classy-1089_533902,FOO,355,58,61,89,Chair
62,Moroso Lounge Chair,https://clippings.com/products/take-a-line-for-a-walk-chaise-lounge-1224121?selection=Base%20Finish%3ASteel%21Upholstery%3AStamskin%20Top%204340-07478%20-%20Q&variation=74962691,FOO,4115,149,90,90,Char
63,Erica Outdoor Armchair,https://www.longhoshop.com/en/outdoor-sofas-and-armchairs/3578-bb-italia-poltrona-erica.html?SubmitCurrency=1&id_currency=3&utm_campaign=google_dinamica&utm_source=google&utm_medium=cpc&countryselect=US&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn_7zBPKkVM8xYYSDe6LbaGCKdpH5gRTrgX2TDq9kr-fNc13H1elwpRoChOUQAvD_BwE,FOO,2753,86,90,65.5,Chair
64,Libra Chair,https://www.bauhaus2yourhouse.com/products/libra-armchair-by-tonon,FOO,1774,61,60,81,Chair
65,Plan Armchair,https://www.miliashop.com/en/chair/20748-plan-internoitaliano-chair-with-armrests.html,FOO,786,54.5,55,86,Char
66,Flint 535A,https://www.archiproducts.com/en/products/et-al/garden-chair-with-armrests-flint-535-am_331343,FOO,388,50,55,74,Chair
67,Flint 535B,https://www.valitalia.com/us/en_us/et-al-flint-535-b.html,FOO,442,53,53,81,Chair
68,Pacific Armchair,https://hivemodern.com/pages/product15646/pacific-armchair-patricia-urquiola-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhn5YJ1JSlEu8hN6iywsuZCXoyIA61d189JGDqwRLmFUbsUK6Ziui0ghoCwvgQAvD_BwE,FOO,3155,92,100,73,Char
69,Neil Twist Armchair,https://www.longhoshop.com/en/outdoor-sofas-and-armchairs/13843-mdf-italia-neil-twist-armchair-with-armrests.html?SubmitCurrency=1&id_currency=3&utm_campaign=google_dinamica&utm_source=google&utm_medium=cpc&countryselect=US&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn02FkuXdHD_g089gu6zbQYN1mZEIh-uM8hdguNW23CezCTXCVuifJhoCPtEQAvD_BwE,FOO,2678,66,79.6,71,Chair
70,Neil Leather Chair,https://www.monologuelondon.com/products/neil-chair,FOO,1650,58,50,80,Chair
71,Neil Textile Chair,https://www.archiproducts.com/en/products/mdf-italia/sled-base-fabric-chair-neil-textile-chair_520396,FOO,1435,58,50,80,Chair
72,Tribeca Chair,https://artemest.com/en-us/products/tribeca-gray-chair-by-studio-balutto?utm_source=google&utm_medium=cpc&utm_campaign=us_pmax_shopping_google_prospect_shopping-only_low_low-budget_groupa&utm_content=&utm_term=&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn1MATvwRr_O50lCbiLITAOglexFUGWOvw06YZ5c519VodaouP4IpoBoCDeIQAvD_BwE,FOO,955,50,47,85,Chair
73,Nizza Chair,https://www.einrichten-design.com/en_us/nizza-chair-moroso-diesel.html,FOO,328,60,50,82,Chair
74,Libra Lounge Chair,https://www.bauhaus2yourhouse.com/products/libra-lounge-chair-by-tonon,FOO,3686,78,89,72,Chair
75,Overdyed Chair,https://progarr.com/chair-diesel-with-moroso-overdyed/?srsltid=AfmBOoqEnMVoA9NTCN-Z1yQOaHsm9toOtjWWAVm4cFSNBQokckM_ed2FYMY,FOO,643,56,50,86,Chair
76,Tender Vis-A-Vis Sofa,https://www.archiproducts.com/en/products/moroso/2-seater-vis-a-vis-fabric-sofa-tender-vis-a-vis_453464,FOO,5352,110,185,83,Sofa
77,Gentry Extra Light 3 Seater Sofa,https://www.jangeorge.com/products/gentry-x-light-3-seater-sofa-927,FOO,8715,90,255,85,Sofa
78,Gogan Sofa,https://hivemodern.com/pages/product15664/gogan-sofa-with-chaise-composition-ca1-patricia-urquiola-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhnwd3nbvK3frCgUg2n85_J3i6GC9HSagtJNwf-rx7F6Dl0rrt2hkl8xoCXSwQAvD_BwE,FOO,11320,170,282,70,Sofa
79,Granbambole Sofa,https://shop.bebitalia.com/en/us/le-bambole---granbambola-three-seater-sofa---juniper-boucl%C3%A8-boucl%C3%A8-green/E_LBA_0022.html?srsltid=AfmBOopykbrLjSWa_MI9LOUIu7VgTKi_8ztd4toVpsvyO-jhfChEsRUb11s,FOO,13809,116,244,75,Sofa
80,Mate Sofa,https://clippings.com/products/mate-sofa-3-seater-1261111?selection=Filling%3AWadding%21Upholstery%3AYork_Similpelle_arancione_R350_Col._933&variation=89818471,FOO,2717,90,238,67,Sofa
81,Gemm Sofa,https://hivemodern.com/pages/product10685/gemma-sofa-daniel-libeskind-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhn-xnOqKrouGpb_OVXtlSqCu5XK8WodN5K-nnRVfbGJHZzNYzVGiiEhoCps8QAvD_BwE,FOO,9780,86,264,80,Sofa
82,Iron Maiden Sofa,https://www.1stdibs.com/furniture/seating/sofas/iron-maiden-three-seat-upholstered-steel-frame-sofa-moroso-diesel/id-f_9996253/?utm_content=condensed&allowUniversalLink=no&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn_aKiGrBCkZLF5VYPXLjA77e4d1KMifEhhf8ieBfchnr7lKSHnWFWxoCvugQAvD_BwE&gclsrc=aw.ds,FOO,9000,90,240,70,Sofa
83,Josh Sofa,https://www.newpop.it/en/home/31368-92245-moroso-divano-2-posti-major-josh-20-cm-220x110.html?countryselect=US&SubmitCurrency=1&id_currency=2&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn747U6o9UWwQ61hKEW7W0OQ1L-YFm0m0uXVvIhXZ6TjJZ-SepB86ZBoCp20QAvD_BwE#/9555-categoria_tessuto_moroso-prints_patterns/9572-prints_patterns_moroso-birds?SubmitCurrency=1&id_currency=2&utm_campaign=feed_merchant&utm_source=google&utm_medium=cpc,FOO,9560,113,375,40,Sofa
84,Pacific Sofa,https://hivemodern.com/pages/product15645/pacific-3-seat-sofa-patricia-urquiola-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhn-t3ueTy3hOV-QpuWYKCyx6r860fTLA6Jqf-gkVjNsrN3KrzRJlMaRoCPg8QAvD_BwE,FOO,9430,130,300,78,Sofa
85,Bohemian Sofa,https://hivemodern.com/pages/product15676/bohemian-3-seater-sofa-patricia-urquiola-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhn7PKrc3126DKqzlFYRl9JNANpbYFpiC366hIEvKRss2elKpQVmO_mBoCTsgQAvD_BwE,FOO,13690,114,280,73,Sofa
86,Gimme More Sofa,https://www.1stdibs.com/furniture/seating/sofas/gimme-more-three-seat-fabric-sofa-fiber-goose-moroso-diesel/id-f_9871023/,FOO,6560,100,240,85,Sofa
87,Heartbreaker Sofa,https://progarr.com/modular-sofa-moroso-heartbreaker-lateral-element-205x100-cm-80-71x39-37/?srsltid=AfmBOooewk3YD2xEMUKQWTKUf1WBy8nDzwAxPbtEqAzuKMHnQvT5-LEghBs,FOO,5038,100,205,70,Sofa
88,Yale X Sofa,https://www.northernicon.com/p-7754-yale-x-3s-extra-sofa-standard-low-backrest.aspx,FOO,8092,86,260,80,Sofa
89,Nebula Nine Sofa,https://www.newpop.it/en/home/31028-91568-diesel-with-moroso-divano-3-posti-nebula-cm.html?countryselect=US&SubmitCurrency=1&id_currency=2&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn3wGyBNwAsA9ITz6a_DDbQx1G45ThFxcI7Akk_H6JEWaN9B61ZntlRoC_7kQAvD_BwE#/14284-colori_moroso-black?SubmitCurrency=1&id_currency=2&utm_campaign=feed_merchant&utm_source=google&utm_medium=cpc,FOO,6675,110,280,62,Sofa
90,Nomad Sofa,https://burrow.com/nomad-fabric/sofa?sku=NSF-BR-3-MD-LW,FOO,1600,56,216,84,Sofa
91,Gimmer Shelter Sofa,https://www.1stdibs.com/furniture/seating/sofas/gimme-shelter-three-seat-embroidered-leather-covered-sofa-moroso-diesel/id-f_9948541/?utm_content=condensed&allowUniversalLink=no&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn9qyrSnzQwc8iOE0zYlGRGCpmUtk4X7BbRBFAcxuzRNl5vGdsZTTDhoCfmUQAvD_BwE&gclsrc=aw.ds,FOO,6290,80,210,113,Sofa
92,Gentry Sofa,https://hivemodern.com/pages/product7203/gentry-120-2-seater-sofa-patricia-urquiola-moroso?gclid=CjwKCAiAgeeqBhBAEiwAoDDhn6Bx1UEDRl0M1EAIfkwZnYJX7HI8mqADCvxBeExJ3jy0NdI4_SOQARoCTPkQAvD_BwE,FOO,9855,120,210,79,Sofa
93,Chamber Sofa,https://hivemodern.com/pages/product15669/chamfer-3-seater-sofa-patricia-urquiola-moroso,FOO,10035,94,270,76,Sofa
94,Eye Lamp,https://www.baccarat.com/en_us/lighting/all-lighting/table-and-desk-lamps/eye-lamp-2807847.html,FOO,3800,34,23,47,Lamp
95,Celeste Lamp,https://www.baccarat.com/en_us/lighting/all-lighting/table-and-desk-lamps/celeste-lamp-2802769.html,FOO,2200,13,13,24,Lamp
96,Krysta Lamp,https://www.crystalclassics.com/baccarat/lighting/2809722B.htm?utm_source=google&utm_medium=cpc&utm_campaign=&utm_content=&utm_term=&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn6mrcyULPonbvut3QcL8gj3AQKqlEHPmBJrJFXENL5sU5gd7q3JBghoCL4wQAvD_BwE,FOO,5300,33,33,69,Lamp
97,Torch Lamp Black,https://www.baccarat.com/en_us/lighting/all-lighting/table-and-desk-lamps/torch-lamp-2603520.html?utm_source=google&utm_medium=cpc&utm_campaign=[IMJ]%20-%20PMAX%20-%20Rest%20-%20US&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhnxuTOjrrnzt9SIGUB73wBalfEwz6RRXBIphH1Vgb9_9ePSkDzYaWihoCZxMQAvD_BwE,FOO,3100,30,30,59,Lamp
98,Torch Lamp White,https://www.baccarat.com/en_us/lighting/all-lighting/table-and-desk-lamps/torch-lamp-2601565.html?utm_source=google&utm_medium=cpc&utm_campaign=[IMJ]%20-%20PMAX%20-%20Rest%20-%20US&gad_source=1&gclid=CjwKCAiAgeeqBhBAEiwAoDDhn3zTYqFV7gIsBmyS43MIOIbf3_TX1OUC3OIjQfhkDCZdN2KXekdfOBoCxQUQAvD_BwE,FOO,3100,35,35,64,Lamp
99,Petite Modele Lamp,https://www.baccarat.com/en_us/lighting/all-lighting/table-and-desk-lamps/mille-nuits-lamp-2813187.html,FOO,2350,30,30,58,Lamp
100,Gelato Lamp,https://www.urbanlux.co.uk/Gelato-Table-Light-by-Ligne-Roset.html,FOO,168,25,25,51.6,Lamp
101,Lorenzo Lamp,https://www.lumens.com/lorenzo-table-lamp-by-eichholtz-EICP429393.html,FOO,640,45,45,85,Lamp
102,Balloons Medium Lamp,https://www.modernloftinteriors.com/products/balloons-medium-table-lamp,FOO,1553,50,50,74,Lamp
103,Emerald Table Lamp,https://laylagrayce.com/catalog/emerald-table-lamp_1302202/,FOO,1391,23,43,68,Lamp
104,Academia Lamp,https://us.ideas4lighting.com/shop-by-type-c1/table-lamps-c17/table-lamps-c67/table-lamp-academia-crystal-glass-nickel-finish-p70219,FOO,2223,30,30,57,Lamp
105,Lisbon Lamp,https://www.lightology.com/index.php?module=prod_detail&prod_id=1084432,FOO,1407,50,50,83,Lamp
106,Dalida Table Lamp,https://artemest.com/en-us/products/dalida-medium-table-lamp,FOO,9840,67,67,86,Lamp
107,Carleso Lamp,https://www.myluxuryproducts.com/black-table-lamp.html,FOO,1092,15,30,94,Lamp
108,Cirrata Lamp,https://shop.mohd.it/en-us/cirrata-table-lamp.html,FOO,531,22,22,44.4,Lamp
109,Arcahorn Lamp,https://artemest.com/en-us/products/brass-table-lamp,FOO,4650,40,40,64,Lamp
110,Crystal Orb Lamp,https://www.neimanmarcus.com/p/regina-andrew-crystal-orb-mini-lamp-prod191480088?utm_source=google_shopping&ecid=NMCS_GP_NC&gad_source=1&gclid=Cj0KCQiApOyqBhDlARIsAGfnyMo_2wL2mbnk6DXsH0iwKkEYOIo3mPJDAEN1wvcKg44KVWIytuPYZiUaAgnaEALw_wcB&gclsrc=aw.ds,FOO,370,20,20,38,Lamp
111,Kutero Lamp,https://www.kutek.in.ua/nastolnaja-lampa-kutek-bolero-bol-lg-1-z--,FOO,437,32,32,70,Lamp
112,Formiche Table,https://studiocomo.com/product/formiche-side-table/,FOO,2138,47,47,52,Table
113,Ginestra Table,https://www.no-ga.com/eu/bb-italia/ginestra-outdoor-round-table,FOO,7257,180,180,73.5,Table
114,Xilos Coffee Table,https://urbanspaceinteriors.com/products/xilos-coffee-table-by-maxalto,FOO,4580,150,150,40,Table
115,Ragtime High Square Table,https://telaitalianfurniture.com/product/ragtime-living-room-table/,FOO,1431,45,45,50,Table
116,Ragtime Low Square Table,https://telaitalianfurniture.com/product/ragtime-living-room-table/,FOO,3936,90,90,25,Table
117,Ragtime High Rectangle Table,https://telaitalianfurniture.com/product/ragtime-living-room-table/,FOO,2371,90,45,40,Table
118,Ragtime Low Rectangle Table,https://telaitalianfurniture.com/product/ragtime-living-room-table/,FOO,3257,120,60,30,Table
119,Wow Plus Table,https://www.italiacollezione.com/wow-plus-dining-table-by-horm,FOO,1525,140,85,75,Table
120,Barbara Table,https://www.longhoshop.com/en/tables/13847-horm-barbara-round-wooden-table.html?SubmitCurrency=1&id_currency=3&utm_campaign=google_dinamica&utm_source=google&utm_medium=cpc&countryselect=US&gclid=Cj0KCQiApOyqBhDlARIsAGfnyMp3QNOhckdAd50wLb8zZVP8IXDGBj6NhbRtcjquaI8eNHFK7X1_fbYaAnNmEALw_wcB,FOO,4135,140,140,75,Table
121,Mathilda Table,https://www.esperiri.com/luxury-italian-furniture/tables/mathilda-table-moroso/,FOO,2498,210,90,73,Table
122,ST Mark Table,https://www.archiproducts.com/en/products/moroso/round-anodized-aluminium-garden-table-st-mark_448937?culture=en-us&persistculture=true&modal=8&utm_source=google_shopping&utm_medium=paid&utm_campaign=feedpaid_usa&srsltid=AfmBOorYLfApPbv7AAzqUuY2h7nptdnKmTlWFHYREp0iPMRndnSLRVLHvpA,FOO,1114,50,70,74,Table
123,Capriata Table,https://shop.studioverticale.com/products/casamania-horm-capriata-extendable-dining-table,FOO,5613,69,200,77,Table
124,Pylon Table,https://www.1stdibs.com/furniture/tables/dining-room-tables/pylon-round-table-bronze-glass-top-steel-base-moroso-diesel/id-f_9763941/?utm_content=condensed&allowUniversalLink=no&gad_source=1&gclid=Cj0KCQiApOyqBhDlARIsAGfnyMpWWIQg7WlYq5u7chaEVSXtAu46YkLahFnql4L-p-Og4iIQ_7vaEakaAuGeEALw_wcB&gclsrc=aw.ds,FOO,2625,130,130,72,Table
125,Deco Futura Table,https://www.mobilia.com.au/residential/diesel-living-with-moroso/diesel-creative-team/deco-futura-side-table,FOO,3193,60,60,60,Table
126,XT Table,https://www.archiproducts.com/en/products/et-al/round-steel-and-wood-table-xt-478b_198495,FOO,387,80,80,42.5,Table
127,JTable,https://shop.horm.it/en/products/table-writing-desk-j-table_168882,FOO,2151,80,140,75,Table
128,Lily Table,"https://www.archiproducts.com/en/products/casamania-horm/low-solid-wood-coffee-table-lily_405817?attrId=248090,243262&culture=en-us&persistculture=true&modal=8&utm_source=google_shopping&utm_medium=paid&utm_campaign=feedpaid_usa&srsltid=AfmBOopbDTM9faKG3C0lnMSEz1zo51Ux-79HKysVquKlewz-xBTCLCyllX0",FOO,1700,70,115,19,Table
129,Ripples Table,https://www.arteficius.com/products/ripples-dining-table,FOO,4800,100,250,75,Table
130,Xavier Desk,https://joybird.com/desks/xavier-desk/,FOO,1412,76,213,76,Desk
131,Nakashima Desk,https://www.1stdibs.com/furniture/storage-case-pieces/desks/george-nakashima-inspired-walnut-desk-boyd-allister/id-f_29525162/?utm_content=condensed&allowUniversalLink=no&gad_source=1&gclid=CjwKCAiAsIGrBhAAEiwAEzMlCxAYiqSJbsb6vxB55cxa5a5Ez7ujWUdd83KmdbTmc9tcA62KzFFkPBoCBU4QAvD_BwE&gclsrc=aw.ds,FOO,9400,66,152,76,Desk
132,Neutra Desk,https://industrywest.com/products/neutra-desk-kit,FOO,1950,150,76,76,Desk
133,Venice Desk,https://industrywest.com/products/venice-desk,FOO,1340,70,150,76,Desk
134,Olivia Desk,https://www.deskstand.com/products/olivia-desk?variant=93348757520&currency=ZAR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&srsltid=AfmBOorCekrDbaxkfHdMjHBFUkF_oXusbOSHWWdtoqAmKse1-9Kp1FFwA8E,FOO,106,118,50,72,Desk
135,Tuareg Writing Desk,https://weylandts.eu/product/tuareg-writing-desk/,FOO,1532,140,70,78,Desk
136,Tango Writing Desk,https://melanieinteriordesign.shop/products/classic-desk-tango,FOO,728,120,60,78,Desk
137,Egg Collective Desk,https://www.radnor.co/furniture/francis-desk,FOO,14800,55,137,75,Desk
138,Cersei Desk,https://www.arsitag.com/product/cersei-working-desk,FOO,109,50,105,85.6,Desk
139,Cowdray Executive Desk,https://www.desertcart.com.cy/products/134488154-cowdray-executive-desk,FOO,2517,76,167,82,Desk
140,Tristan Desk,https://www.arsitag.com/product/tristan-working-desk,FOO,136,54.5,105,86.5,Desk
141,Puro Desk,https://rapportfurniture.com/products/desk-puro-135x60cm-6drawers,FOO,1338,60,135,78,Desk
142,Zona Writing Desk,https://www.wayfair.com/furniture/pdp/mercury-row-whiddon-solid-wood-desk-w005404703.html,FOO,245,71,152,77,Desk
143,Higley Computer Desk,https://www.aptdeco.com/product/wayfair-higley-credenza-desk-2,FOO,200,76,152,77,Desk
144,Moonscape Desk,https://rapportfurniture.com/products/desk-moonscape-120x60cm,FOO,1358,60,120,76,Desk
145,Apiano Desk,https://rapportfurniture.com/products/desk-apiano,FOO,1258,40,90,76,Desk
146,Moonraker Desk,https://kareshopecuador.com/producto/coffee-table-moonraker-110x60/,FOO,762,60,110,40,Desk
147,Aria Writing Desk,https://www.thosmoser.com/product/aria-writing-deskdressing-table/,FOO,5525,56,122,76,Desk
148,Double Drawer,https://www.patioandpizza.com/products/necessories-kitchen-trash-cabinet-kit,FOO,2959,71,82,94,Drawer
149,Oslo 3 Drawer,https://industrywest.com/products/oslo-three-drawer-dresser,FOO,2295,52,100,76,Drawer
150,Trunk 6 Drawer,https://www.trithouse.com.au/products/trunk-six-drawers,FOO,5490,53,196,89,Drawer
151,Harumi Drawer,https://uwitan.id/product/harumi-drawer/,FOO,245,35,75,128,Drawer
152,Tiana Drawer,https://uwitan.id/product/tiana-drawer/,FOO,158,30,75,91,Drawer
153,Venice 6 Drawer,https://industrywest.com/products/venice-six-drawers,FOO,2950,45,150,95,Drawer
154,Oslo 5 Drawer,https://industrywest.com/products/oslo-five-drawer-dresser,FOO,2495,51,100,121,Drawer
155,Stool Drawer,https://www.kian.ie/index.php?route=product/product&path=258&product_id=17767,FOO,108,35,50,46,Drawer
156,Chest 3 Drawer,https://uwitan.id/product/chest-3-drawer/,FOO,103,33,41,83,Drawer
157,Chest 4 Drawer,https://uwitan.id/product/chest-4-drawer/,FOO,135,33,41,102,Drawer
158,Venice Side Drawer,https://industrywest.com/products/venice-nightstand,FOO,995,45,45,45,Drawer
159,Bench 2 Drawer,https://uwitan.id/product/bench-2-drawer/,FOO,119,33,90,45,Drawer
160,Purezza Drawer,https://www.kare-design.com/shop/us/en/Dresser-Puro-14-Drawers/81335,FOO,1858,35,115,80,Drawer
161,California 12 Drawer,https://www.kareuae.ae/dresser-california-12-drawers.html,FOO,193,33,62,141,Drawer
162,Bistro 8 Drawer,https://www.kareuae.ae/dresser-bistro-8-drawers-beige.html,FOO,1211,40,100,95,Drawer
163,Quinta 14 Drawers,https://rapportfurniture.com/products/dresser-quinta-14-drawers,FOO,1448,35,114,80,Drawer
164,Luxury 5 Drawer ,https://rapportfurniture.com/products/high-dresser-luxury-champagne-5-drawers,FOO,818,41,49,110,Drawer
165,Capri 11 Drawer,https://www.kareuae.ae/dresser-capri-11drw.html,FOO,686,36,90,105,Drawer
